,Unnamed: 0,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label,rationale_binary
134,134,r2-0019458,"[1, 573, 2388, 5723, 397, 275, 349, 64047, 337, 274, 424, 422, 1024, 270, 417, 260, 383, 269, 1570, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['My', 'boy', 'Anthony', 'good', 'with', 'them', 'clippers', 'if', 'you', 'go', 'here', 'ask', 'for', 'him.', 'He', 'is', 'cool.']","['My', 'boy', 'Anthony', 'good', 'with', 'them', 'clippers', 'if', 'you', 'go', 'here', 'ask', 'for', 'him.', 'He', 'is', 'cool.']","[0.5252966957798679, 0.4404926972036498, 0.33571337624946296, 0.3656232929929703, 0.4942432813454913, 0.39484825910398524, 0.4382792891784459, 0.41330284548324997, 0.4796417018091385, 0.3812148533276583, 0.3936597680384361, 0.4458681000239481, 0.46480202837932577, 0.410538135482143, 0.937457130086911, 0.4732931389117442, 0.519895421984977]",positive,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]"
135,135,r2-0019459,"[1, 279, 9227, 284, 397, 263, 278, 284, 2866, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'bake', 'was', 'good', 'and', 'it', 'was', 'enable']","['The', 'bake', 'was', 'good', 'and', 'it', 'was', 'enable']","[0.5545441455052678, 0.4282148676650588, 0.43508539827670206, 0.3646176603954412, 0.4457574739191539, 0.4224169146518794, 0.4176806519972313, 0.4168773761508217]",positive,"[1, 0, 0, 0, 1, 0, 0, 0]"
136,136,r2-0019460,"[1, 273, 295, 280, 297, 431, 1221, 356, 4671, 1478, 457, 262, 21461, 263, 30903, 10175, 261, 304, 343, 284, 266, 4671, 5177, 1478, 457, 421, 375, 260, 273, 284, 5893, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', ""can't"", 'really', 'remember', 'any', 'distinct', 'difference', 'between', 'the', 'Walnut', 'and', 'Almond', 'flavour,', 'but', 'there', 'was', 'a', 'distinct', 'texture', 'difference', 'between', 'those', 'two.', 'I', 'was', 'disappointed.']","['I', ""can't"", 'really', 'remember', 'any', 'distinct', 'difference', 'between', 'the', 'Walnut', 'and', 'Almond', 'flavour,', 'but', 'there', 'was', 'a', 'distinct', 'texture', 'difference', 'between', 'those', 'two.', 'I', 'was', 'disappointed.']","[0.5977326205801732, 0.5458048267857565, 0.548660405013284, 0.48416325909754176, 0.39368235171276816, 0.4684204123333991, 0.3659507598972831, 0.3939207827779098, 0.5040358059392094, 0.5482695160038898, 0.776104075118331, 0.41840929777230573, 0.7053420576058689, 0.3937419391500353, 0.48469487837929526, 0.8818001968342015, 0.5824624002743959, 0.5031002893003897, 0.5980134878132535, 0.7178349475186638, 0.4378941507890926, 0.3916349275423956, 0.46292113847728744, 0.5067642217227023, 0.4563208782158674, 0.4088699123304866]",negative,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
137,137,r2-0019461,"[1, 273, 2218, 306, 590, 280, 297, 1446, 580, 277, 1235, 47360, 260, 325, 269, 461, 5320, 422, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'guess', 'they', ""didn't"", 'spend', 'money', 'on', 'sound', 'proofing.', 'It', 'is', 'too', 'loud', 'here.']","['I', 'guess', 'they', ""didn't"", 'spend', 'money', 'on', 'sound', 'proofing.', 'It', 'is', 'too', 'loud', 'here.']","[0.4791025624193495, 0.4432001035921096, 0.42088752869235263, 0.4590104011066878, 0.4356955394705276, 0.3763782880929953, 0.4655383344035636, 0.4581387968375785, 0.44619655421929594, 0.37292394744888274, 0.46982834526121203, 0.892915928093259, 0.48147214534834215, 0.5115005260610695]",negative,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
138,138,r2-0019463,"[1, 273, 334, 264, 1672, 347, 645, 267, 262, 567, 1400, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'like', 'to', 'eat', 'some', 'food', 'in', 'the', 'second', 'trip']","['I', 'like', 'to', 'eat', 'some', 'food', 'in', 'the', 'second', 'trip']","[0.45416069541088405, 0.4067131223836909, 0.3972754426682207, 0.4580185075554001, 0.3330532536284688, 0.44104400164898905, 0.4261770023847185, 0.5445201041620469, 0.3736661616077391, 0.401008771313364]",neutral,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
139,139,r2-0019464,"[1, 279, 17834, 332, 379, 779, 270, 312, 2789, 1651, 261, 306, 338, 286, 331, 493, 337, 306, 332, 298, 19327, 335, 306, 2525, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'cupcakes', 'were', 'very', 'special', 'for', 'my', 'birthday', 'girl,', 'they', 'would', 'have', 'been', 'better', 'if', 'they', 'were', 'not', 'smashed', 'when', 'they', 'arrived.']","['The', 'cupcakes', 'were', 'very', 'special', 'for', 'my', 'birthday', 'girl,', 'they', 'would', 'have', 'been', 'better', 'if', 'they', 'were', 'not', 'smashed', 'when', 'they', 'arrived.']","[0.9338124678351934, 0.5051699801205559, 0.5506956508306805, 0.36327372739073643, 0.4665202673344305, 0.5491210812092882, 0.481156219342192, 0.5114610027717711, 0.4403999447255291, 0.8120687379899626, 0.533262995668168, 0.5148015516544565, 0.46581344865580226, 0.4879223594648778, 0.4251499480189205, 0.5208521487337265, 0.4763470771235592, 0.5209459072264354, 0.3672462246758384, 0.43995517515231236, 0.418895416260182, 0.39949330037057673]",negative,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
140,140,r2-0019465,"[1, 329, 470, 269, 646, 324, 400, 379, 1453, 7210, 292, 837, 261, 304, 273, 505, 278, 310, 2426, 264, 1021, 263, 424, 425, 354, 2146, 343, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This', 'place', 'is', 'getting', 'so', 'much', 'very', 'positive', 'praise', 'from', 'everyone,', 'but', 'I', 'found', 'it', 'more', 'exciting', 'to', 'leave', 'and', 'go', 'home', 'than', 'sit', 'there.']","['This', 'place', 'is', 'getting', 'so', 'much', 'very', 'positive', 'praise', 'from', 'everyone,', 'but', 'I', 'found', 'it', 'more', 'exciting', 'to', 'leave', 'and', 'go', 'home', 'than', 'sit', 'there.']","[0.7392580882387751, 0.4381965613136194, 0.5672028215206356, 0.45646216051669664, 0.42714667714822707, 0.406511394244506, 0.36781288251575045, 0.39421265670781913, 0.5108427231352413, 0.41701529505132745, 0.4604667552038899, 0.8884754085674386, 0.6016011079676433, 0.45720421546469403, 0.4748344140948366, 0.4729059406119362, 0.32584810429845634, 0.4969018694144557, 0.5339312361229637, 0.4521875528852473, 0.7582117021570995, 0.4608813002094574, 0.4128810629558677, 0.3922438579770222, 0.43081006210875344]",negative,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
141,141,r2-0019467,"[1, 279, 12538, 79847, 284, 58856, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'grilled', 'calamari', 'was', 'tasteless.']","['The', 'grilled', 'calamari', 'was', 'tasteless.']","[0.49792971275045383, 0.3372411340496348, 0.3737431546694139, 0.3032882386707753, 0.36175165057841013]",negative,"[1, 0, 0, 0, 0]"
142,142,r2-0019469,"[1, 329, 590, 280, 297, 2701, 312, 10995, 461, 400, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This', ""didn't"", 'catch', 'my', 'senses', 'too', 'much.']","['This', ""didn't"", 'catch', 'my', 'senses', 'too', 'much.']","[0.4976032867693637, 0.4429108903489138, 0.3667086865411181, 0.38145171244271947, 0.40286488854557934, 0.3603178876577072, 0.41047175311896905]",negative,"[1, 1, 0, 0, 0, 0, 0]"
143,143,r2-0019471,"[1, 273, 338, 286, 1367, 262, 522, 16306, 261, 304, 541, 261, 273, 284, 20456, 272, 273, 520, 298, 334, 278, 260, 325, 284, 7417, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'would', 'have', 'tried', 'the', 'game', 'meats,', 'but', 'again,', 'I', 'was', 'hesitant', 'that', 'I', 'might', 'not', 'like', 'it.', 'It', 'was', 'horrible.']","['I', 'would', 'have', 'tried', 'the', 'game', 'meats,', 'but', 'again,', 'I', 'was', 'hesitant', 'that', 'I', 'might', 'not', 'like', 'it.', 'It', 'was', 'horrible.']","[0.5729860610083858, 0.44006732232609636, 0.44728332405629156, 0.4750822408730851, 0.7234870504128802, 0.40063654424005896, 0.4469913418696915, 0.7677234761540205, 0.5461905107708555, 0.43255620918999566, 0.8144750471966222, 0.50981753754197, 0.5668876682999844, 0.5546245820369262, 0.5061612900039397, 0.45302693496693097, 0.46804801170253757, 0.39176374844632883, 0.4547215741588946, 0.4591625717101638, 1.0010583419900208]",negative,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
144,144,r2-0019472,"[1, 325, 284, 1299, 267, 305, 262, 1496, 1029, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['It', 'was', 'wrong', 'in', 'all', 'the', 'wonderful', 'ways.']","['It', 'was', 'wrong', 'in', 'all', 'the', 'wonderful', 'ways.']","[0.47156047864051837, 0.4067124603019089, 0.5029835503992167, 0.4305820818067935, 0.4124831557076214, 0.5010193693950266, 0.40382013573291897, 0.40763500269160874]",negative,"[0, 0, 1, 0, 0, 1, 0, 0]"
145,145,r2-0019473,"[1, 273, 334, 1536, 399, 274, 295, 398, 352, 262, 1491, 260, 1536, 334, 291, 37125, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'like', 'places', 'where', 'you', 'can', 'see', 'into', 'the', 'kitchen.', 'places', 'like', 'this', 'eatery']","['I', 'like', 'places', 'where', 'you', 'can', 'see', 'into', 'the', 'kitchen.', 'places', 'like', 'this', 'eatery']","[0.5247820016913199, 0.4367168841425976, 0.4656866953042298, 0.4407912228248497, 0.44490848422646356, 0.4438807940214456, 0.44654354515050676, 0.41770982463543627, 0.5840387384177522, 0.43407525993207496, 0.8509905669455952, 0.4139375006491935, 0.4064389502318934, 0.43269205013238815]",positive,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
146,146,r2-0019474,"[1, 273, 295, 280, 297, 1001, 1291, 314, 291, 470, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', ""can't"", 'stop', 'thinking', 'about', 'this', 'place.']","['I', ""can't"", 'stop', 'thinking', 'about', 'this', 'place.']","[0.45961962390758443, 0.44420908512488255, 0.41590059729797174, 0.43397149743087754, 0.438799274158622, 0.46837462221434023, 0.40917013220304294]",positive,"[1, 0, 0, 0, 0, 1, 0]"
147,147,r2-0019475,"[1, 273, 1196, 787, 8121, 1080, 277, 312, 451, 453, 740, 824, 263, 273, 1791, 280, 297, 330, 266, 777, 3273, 260, 325, 269, 397, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'began', 'taking', 'CBD', 'oil', 'on', 'my', 'own', '4', 'months', 'ago', 'and', 'I', ""haven't"", 'had', 'a', 'single', 'incident.', 'It', 'is', 'good.']","['I', 'began', 'taking', 'CBD', 'oil', 'on', 'my', 'own', '4', 'months', 'ago', 'and', 'I', ""haven't"", 'had', 'a', 'single', 'incident.', 'It', 'is', 'good.']","[0.5540510712857324, 0.35780869823324185, 0.3444356949806496, 0.44022855337120487, 0.44979069127863724, 0.47813820481514074, 0.4763525301217406, 0.43092857930196016, 0.3607443719845217, 0.3929689137299097, 0.49402204966895874, 0.7112805548298538, 0.47809026745550653, 0.6051156608839646, 0.5226123351644678, 0.4457602186585299, 0.516666143185386, 0.7422319279369375, 0.5177327775695338, 0.4528671871254618, 1.0178826325613681]",positive,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
148,148,r2-0019476,"[1, 279, 4474, 1381, 305, 1008, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'egg', 'looked', 'all', 'natural.']","['The', 'egg', 'looked', 'all', 'natural.']","[0.5002855710049853, 0.38039768850853184, 0.3406009887349724, 0.2943278727875338, 0.35030948678165374]",neutral,"[1, 0, 0, 0, 0]"
149,149,r2-0019477,"[1, 1887, 1450, 282, 446, 396, 264, 38637, 335, 14335, 3247, 300, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Will', 'definitely', 'be', 'going', 'back', 'to', 'Blo', 'when', 'pigs', 'fly!']","['Will', 'definitely', 'be', 'going', 'back', 'to', 'Blo', 'when', 'pigs', 'fly!']","[0.4675985186800024, 0.3649009659629146, 0.37970798717345094, 0.45474676939390646, 0.44735371739549357, 0.4765136785744499, 0.36636098678287204, 0.36684927346082896, 0.39143752332544113, 0.3764793270332611]",positive,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
150,150,r2-0019478,"[1, 279, 19033, 284, 2364, 324, 584, 2031, 353, 5277, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'pointer', 'was', 'slow', 'so', 'i', 'bought', 'new', 'mouse.']","['The', 'pointer', 'was', 'slow', 'so', 'i', 'bought', 'new', 'mouse.']","[0.6329400889669943, 0.47404134144084664, 0.4166374271569103, 0.35472571427393446, 0.3194635060654146, 0.40566374381133286, 0.38107440328956604, 0.27740640820357343, 0.3828029032156815]",negative,"[1, 1, 1, 0, 0, 0, 0, 0, 0]"
151,151,r2-0019479,"[1, 6150, 355, 281, 657, 264, 488, 293, 441, 422, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Bad', 'people', 'are', 'hard', 'to', 'come', 'by', 'around', 'here.']","['Bad', 'people', 'are', 'hard', 'to', 'come', 'by', 'around', 'here.']","[0.4582578732626517, 0.36919158174475536, 0.4434037194605309, 0.45844659867919035, 0.42060776116578463, 0.49141191505303056, 0.44120768085227025, 0.3740374792581, 0.37336614499458615]",positive,"[1, 0, 0, 1, 0, 1, 0, 0, 0]"
152,152,r2-0019480,"[1, 273, 3233, 6957, 1544, 64223, 4840, 270, 312, 1441, 261, 278, 284, 298, 339, 313, 849, 304, 278, 269, 305, 313, 1654, 264, 1672, 394, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'ordered', 'Daal', 'Makhni', 'for', 'my', 'son,', 'it', 'was', 'not', 'what', 'he', 'wanted', 'but', 'it', 'is', 'all', 'he', 'wants', 'to', 'eat', 'now.']","['I', 'ordered', 'Daal', 'Makhni', 'for', 'my', 'son,', 'it', 'was', 'not', 'what', 'he', 'wanted', 'but', 'it', 'is', 'all', 'he', 'wants', 'to', 'eat', 'now.']","[0.5406319797746675, 0.44709741066632785, 0.36236215604959704, 0.32744879733221727, 0.3852764423550013, 0.3150388625658581, 0.5052952069007077, 0.4586837715872116, 0.46672637519762017, 0.9303350003001648, 0.5767827833642357, 0.64204296835259, 0.46908678885587707, 0.5226474243819135, 0.49793807547566055, 0.4687885008223121, 0.5281395660981965, 0.560251611727846, 0.6454221008145012, 0.45885682953642837, 0.5202031336072449, 0.5027206399635173]",positive,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
